publicId,name,displayName,category,description,detailUrl,detailSuccess,hasContent,contentChars,referencesCount
"8a2yTVqsyG","lowpoly-diplomats-style","Low Poly 几何插画画风","画风","当用户需要生成 Low Poly 低多边形几何插画风格的图像时激活此技能。适用于角色设计、场景插画、游戏美术等需要几何多边形拼接风格的场景。","https://d.design/api/agent/v1/skills/8a2yTVqsyG","true","true","1580","0"
"ccoouYLCHC","visual-badge-design","淘海外商详徽章","设计","严格按照参考资料产出徽章设计，确保所有视觉输出都符合规范，并经过专业审核","https://d.design/api/agent/v1/skills/ccoouYLCHC","true","true","1994","3"
"aTubijhXog","detail-page-assistant","电商详情页设计专家","","只需输入商品相关内容，即可自动完成详情页的结构规划与视觉设计输出，覆盖卖点提炼、版块布局、视觉呈现等核心环节，帮助商家与设计师快速交付高质量的电商详情页方案。","https://d.design/api/agent/v1/skills/aTubijhXog","true","true","10189","38"
"IoTL70arYg","newscriptoook","新脚本创意1.0","","当说到生成新的创意脚本，或者生成情感驱动的电影视频脚本（30秒/45秒/60秒），使用该技能；","https://d.design/api/agent/v1/skills/IoTL70arYg","true","true","12621","0"
"4z8nPgGWgq","virtual-dressing-up","虚拟穿戴设计专家","","无论是服饰、鞋帽、首饰、眼镜类等商品图片，均可自动驱动模特完成真实感强的虚拟上身效果，帮助电商、设计师及品牌方高效完成商品视觉呈现。","https://d.design/api/agent/v1/skills/4z8nPgGWgq","true","true","9103","0"
"muTCs8uDTn","strategic-forecaster","战略推演师","设计调研","Strategic trend forecasting and sustainability analysis for e-commerce companies. Synthesizes outputs from the-eye, cognitive-simulator, and strategic-analyst skills, cross-validates UI micro-signals against macro business evidence, assesses win-rate sustainability, and predicts next strategic moves. Use when the user has prior skill analysis results and requests trend prediction, win-rate assessment, strategic consistency audit, investment due diligence, or competitive sustainability evaluation.","https://d.design/api/agent/v1/skills/muTCs8uDTn","true","true","7838","2"
"G5OzDOB9FT","strategic-analyst","战略分析师","设计调研","Strategic business intelligence analysis combining UI-level micro-insights (from the-eye and cognitive-simulator skills) with macro-level OSINT to infer business models, organizational power structures, and competitive strategy. Use when the user provides the-eye or cognitive-simulator JSON output and asks for strategic analysis, business model identification, organizational inference, competitive positioning, investment due diligence, market strategy assessment, or SWOT analysis of an e-commerce company.","https://d.design/api/agent/v1/skills/G5OzDOB9FT","true","true","9026","3"
"EcK8RRhBG5","cognitive-simulator","商业认知分析师","设计调研","Cognitive friction analysis of e-commerce UI paths using GOMS/KLM model with regional cultural weights. Receives structured JSON from the-eye skill (component mapping, bounding-box coordinates, visual weights), simulates user interaction paths for a specified goal, and outputs quantified friction scores, dark pattern detection, tone audit, and organizational strategy inference. Use when the user provides the-eye output and asks for friction analysis, cognitive load assessment, UX path audit, competitive benchmarking, or organizational structure inference from UI design.","https://d.design/api/agent/v1/skills/EcK8RRhBG5","true","true","5109","1"
"MntOt9su1S","the-eye","视觉语义解析","设计调研","接收产品截图图片，利用 GPT-4o 或 Claude 3.5 Sonnet 等多模态大模型，对图片进行全方位的语义打点和信息结构化。 多模态抓取： 同时获取整页长截图（用于视觉权重分析）和 DOM 树/HTML 结构（用于提取 CSS 类名）。 关键组件标记： 自动识别并标注页面中的按钮（CTA）、价格标签、倒计时、客服入口坐标。 商业逻辑推断点： * 通过 CSS 类名的规范程度（如是否有完善的 Design System 命名）推断研发组织的成熟度和组件化水平。 通过首页首屏（Above the Fold）各类业务（如直播、拼团、秒杀）的像素占比，推算其当前的业务优先级与流量分配策略。","https://d.design/api/agent/v1/skills/MntOt9su1S","true","true","4835","2"
"1ZSNhgIoE7","aidc-design-sys","AIDC中台设计规范","设计","AIDC（Alibaba International Design System）是一套专业的、以效率为导向的 B 端企业级设计系统，服务于阿里国际的内部产品平台，包括供应链管理、CRO 风控平台、AE/ICBU/Lazada 业务工具以及跨境电商运营系统。设计理念以数据密度、操作清晰度和国际化适配为优先——每一个像素都服务于任务完成，而非视觉装饰。  视觉基础是在柔和的中性灰（`#F9FAFB`）页面背景上叠加纯白（`#FFFFFF`）卡片，通过背景色差而非厚重的阴影来创造微妙的层次感。系统采用双品牌色方案：**极客蓝**（`#0047FF`）——一种自信、饱和的蓝色，传递专业与信任感——作为主要交互色调，搭配**暖心橙**（`#FF5500`）作为次要品牌色，用于业务专属场景和需要吸引注意力的时刻。","https://d.design/api/agent/v1/skills/1ZSNhgIoE7","true","true","41312","0"
"KPiYspKMf8","runbook-life","Runbook.life","数字分身","深度聚焦产品设计与交互体验的核心命题，帮助设计师在复杂场景中做出更清晰、更有依据的判断。从产品功能架构的合理性推演，到交互流程的顺畅性评估；从用户需求的精准洞察，到体验细节的打磨优化，都能提供兼具专业性与前瞻性的分析视角，助力打造逻辑自洽、体验友好的产品设计。","https://d.design/api/agent/v1/skills/KPiYspKMf8","true","true","4125","16"
"AVmJOihmU6","corporate-slave","表情包玩家","","打工人表情包创意","https://d.design/api/agent/v1/skills/AVmJOihmU6","true","true","3977","2"
"Vy7Ms8wmiD","brand-creator","品牌规范创建","平台管理","当用户需要新建一套品牌规范，提取设计特征，生成设计token，品牌dna时激活此技能。","https://d.design/api/agent/v1/skills/Vy7Ms8wmiD","true","true","5044","0"
"B5V2hKRzTT","skill-creator","Skill 创建与管理","平台管理","当用户需要创建新的 Skill、查看已有 Skill、迭代优化 Skill 的 Prompt 内容、复制 Skill、或将 Skill 绑定到 Agent 时激活此技能。","https://d.design/api/agent/v1/skills/B5V2hKRzTT","true","true","967","2"
"1r930jLtIQ","comfy-app-manager","ComfyUI 应用管理","应用管理","当用户需要创建、查询、修改、复制 ComfyUI 应用，或查看可用工作流时激活此技能。支持完整的应用生命周期管理：查看应用列表、获取应用详情、浏览底层工作流、解析工作流节点结构、创建新应用、更新应用配置、复制应用、以及将应用同步为 Agent 工具。","https://d.design/api/agent/v1/skills/1r930jLtIQ","true","true","3025","3"
"3Phqc5BEGa","lookasone","一致性巡检","","帮助巡检角色、商品、场景、风格的一致性，并自动进行修改","https://d.design/api/agent/v1/skills/3Phqc5BEGa","true","true","2492","2"
"ynnPBM581J","top-brand-generator","top-brand-awesomedesign-57 brand { git }","","57个不同品牌特质的视觉产出技能：根据57个不同品牌的设计令牌（色彩、字体、组件样式、布局原则），生成品牌风格的 UI 页面图片（落地页、Dashboard、组件展示等）和宣传视觉物料（海报、Banner、社交媒体配图等）。当用户要求生成品牌风格的页面截图、品牌海报、品牌 Banner、或提到基于某个品牌的设计系统生成视觉内容时自动触发（例如""生成 Apple 风格的落地页图片""、""做个 Figma 风格的海报""、""Stripe 风格的 Dashboard 截图""）。库内57个品牌：包括 Apple、Stripe、Figma、Notion、Linear、Vercel、Spotify、Tesla 等。","https://d.design/api/agent/v1/skills/ynnPBM581J","true","true","2907","57"
"15PP72RWQ8","aidc-brand-image-review","AIDC品牌视觉物料审核skill-官方「多元链接」版","","审核图片、海报、横幅、网页、演示文稿等任何视觉素材是否符合阿里国际数字商业集团（AIDC）品牌规范。检查标志使用、品牌色（主色 #FF5000）、字体、辅助图形（多元链接系统）、版式构图及整体品牌一致性。当用户要求审核、检查、验证图片或设计是否符合 AIDC 品牌标准时触发。触发词包括：""审核品牌规范""、""品牌审核""、""检查是否符合品牌""、""review brand compliance""、""audit this design""、""check brand guidelines""，或评估 AIDC 相关视觉素材时。","https://d.design/api/agent/v1/skills/15PP72RWQ8","true","true","18463","0"
"QI2vonedZr","skill-creator","Skill 创建","平台管理","帮助用户创建、查看、迭代Skill。当用户提到创建技能、新建 skill、优化 skill、查看 skill、改 prompt、给 agent 加能力、教 agent 做某事时使用。","https://d.design/api/agent/v1/skills/QI2vonedZr","true","true","3884","3"
"zet45AKQDb","comfy-app-manager","ComfyUI 应用管理专家","应用管理","当用户需要创建、查询、修改、复制 ComfyUI 应用，或查看可用工作流时激活此技能。支持完整的应用生命周期管理：查看应用列表、获取应用详情、浏览底层工作流、解析工作流节点结构、创建新应用、更新应用配置、复制应用、以及将应用同步为 Agent 工具。","https://d.design/api/agent/v1/skills/zet45AKQDb","true","true","3025","3"
"GRFd3ATNnt","poster-longimage","长图文海报设计专家","","只需输入设计需求，即可自动理解内容意图与视觉诉求，直接输出排版完整、设计感在线的长图文海报，适用于品牌宣传、活动推广、内容传播等多种场景。","https://d.design/api/agent/v1/skills/GRFd3ATNnt","true","true","10233","2"
"gySZAI8qzb","renwuicon","任务icon","","icon ，任务icon，icon设计，图标","https://d.design/api/agent/v1/skills/gySZAI8qzb","true","true","3256","0"
"OmtKx5K2Nd","video-analyzer-pro","视频分析","","短视频/长视频深度分析、内容拆解、字幕提取、视觉分析","https://d.design/api/agent/v1/skills/OmtKx5K2Nd","true","true","9551","0"
"6oBbMXHE95","d-service","堆友客服小助手","客服","为用户解决堆友产品功能答疑、快捷键查询、问题故障、会员套餐等问题","https://d.design/api/agent/v1/skills/6oBbMXHE95","true","true","1912","2"
"P3aMUcoGsR","longlongago","故事家","","讲一个好故事","https://d.design/api/agent/v1/skills/P3aMUcoGsR","true","true","2676","2"
"ThjPwJBQkY","createoook","电商广告创意","","触发语： ● ""生成电商广告方案"" ● ""为{产品}设计主图视频脚本"" ● ""{品类}广告创意策略"" ● ""基于这张图生成详情页分镜""","https://d.design/api/agent/v1/skills/ThjPwJBQkY","true","true","11134","2"
"b00f6c95548c4801adb983f1ad3020fd","storyboard","故事分镜","","根据故事输入和/或参考图片，生成结构化的9镜头中英双语分镜表格。输出内容包括电影级镜头描述、专业摄影技术参数、图像生成提示词以及视频生成提示词，严格保持角色与场景的一致性。当用户提到""分镜""、""storyboard""、""镜头表""、""shot list""、""分镜脚本""、""shot breakdown""，或需要为AI视频生成规划镜头方案时，请启用此功能。","https://d.design/api/agent/v1/skills/b00f6c95548c4801adb983f1ad3020fd","true","true","3449","1"
"4479ca44d7644667b9c81acfbfe3ac69","get-user-question","获取banner信息","分析","当用户的意图为生成banner图像，但并未提供有效内容时，启用skill用于确认banner图像的具体细节内容。","https://d.design/api/agent/v1/skills/4479ca44d7644667b9c81acfbfe3ac69","true","true","1487","2"
"5c287c5bf4e44a6ab66afd3ad652df3d","frontend-design","前端设计","","Create distinctive, production-grade frontend interfaces with high design quality. Use this skill when the user asks to build web components, pages, or applications. Generates creative, polished code that avoids generic AI aesthetics. license: Complete terms in LICENSE.txt","https://d.design/api/agent/v1/skills/5c287c5bf4e44a6ab66afd3ad652df3d","true","true","3957","0"
"8ea00fe252054c959bf1d20578a8b43d","orangeok","橙色科技","","当明确说橙色科技、品牌规范的物料设计或者kv设计时，使用技能","https://d.design/api/agent/v1/skills/8ea00fe252054c959bf1d20578a8b43d","true","true","28117","0"
"d932ec0765544a34afb11462ab1b6574","one-click-ip-design","品牌IP设计专家","","覆盖品牌 IP 设计的完整工作流，帮助设计师告别零散、低效的 IP 设计方式，以结构化的设计思路将品牌特质转化为具有辨识度的 IP 形象。","https://d.design/api/agent/v1/skills/d932ec0765544a34afb11462ab1b6574","true","true","13076","19"
"2e72639cbcf742358f09a1ac92208dfb","product-image-set-design-expert","电商套图设计专家","","用户仅需提供商品图片和商品基础信息或卖点信息，此技能将会围绕商品分析卖点并组织多张商品图片的策划和生成，同时会为用户匹配由Alibaba Design设计师提炼出上百种类目商品表现模板，规划每张图的表现方式，输出统一视觉风格的多张商品图方案。","https://d.design/api/agent/v1/skills/2e72639cbcf742358f09a1ac92208dfb","true","true","26496","175"
"3cbbcc9808b94b9b8cf97b62c62065a4","brandprok","品牌全案设计专家","","面向品牌创建、升级与提案等场景。从核心概念的建立，到落地的执行方向，厘清品牌的核心价值定位，生成完整品牌提案。","https://d.design/api/agent/v1/skills/3cbbcc9808b94b9b8cf97b62c62065a4","true","true","8010","3"
"e1ed099ad4ce45c4bdae3f6507bc02c2","ui-design-insight-analyzer","UI/UX 设计洞察分析专家","设计","基于 RAG 检索的 UI 设计数据库，提供竞品对比分析和深度设计洞察报告。擅长从视觉分析数据中提取设计策略，输出结构化的专业分析报告。","https://d.design/api/agent/v1/skills/e1ed099ad4ce45c4bdae3f6507bc02c2","true","true","5074","1"
"8d173a67dd2f46b09d258f188032c7a6","design-report-expert","体验设计汇报专家","设计","体验设计师汇报专家。帮助 UX/UI/品牌设计师撰写高质量的工作汇报、OKR、周报月报、项目总结、晋升述职等文字内容。擅长将设计工作转化为业务语言，用数据驱动的叙事结构呈现设计价值。当用户说""帮我写汇报""、""润色 OKR""、""优化周报""、""写项目总结""、""准备述职材料""、""KR 怎么写""、""设计价值怎么表达""时使用。","https://d.design/api/agent/v1/skills/8d173a67dd2f46b09d258f188032c7a6","true","true","3058","1"
"36448a6edfa1469bad00bf4c75073c05","brandviok","网页版vi","","当用户需要生成品牌vi、html、分层品牌vi时，使用技能；","https://d.design/api/agent/v1/skills/36448a6edfa1469bad00bf4c75073c05","true","true","16289","4"
"9784e53074ec4fa29af4bc0cb1d64153","duiyou-ip-generator","堆友IP形象生成器","","堆友IP形象生成器 - 根据用户提供的任何形式输入（图片、诗歌、印象、文字描述等）生成个性化3D玩偶IP形象。当用户提到""生成IP形象""、""创建堆友形象""、""设计我的玩偶""、""想要一个3D角色""、""帮我做个IP""或提供风格偏好想要视觉化呈现时使用此技能。即使用户没有明确说""IP""或""形象""，只要表达了想要基于某种风格/意境/感觉创建角色形象的需求，也应该使用此技能。 ","https://d.design/api/agent/v1/skills/9784e53074ec4fa29af4bc0cb1d64153","true","true","2168","0"
"7001649f32194a5a9caaac6bc09911ea","creative-planning","创意企划","企划","Guide users through a structured product planning workflow covering trend analysis, user persona, creative direction, concept visualization, and deliverable packaging. Use when the user mentions ""企划"", ""产品企划"", ""creative planning"", ""产品规划"", ""趋势分析"", ""设计方向"", ""概念图"", or asks to plan a new product line, seasonal collection, or marketing campaign.","https://d.design/api/agent/v1/skills/7001649f32194a5a9caaac6bc09911ea","true","true","6712","1"
"7ec2c6dc4e9e4c8382e72f964529beb4","logosvg","svg矢量logo设计","设计","当需要生成或者制作矢量的或者svg格式的logo设计，就使用这个技能；","https://d.design/api/agent/v1/skills/7ec2c6dc4e9e4c8382e72f964529beb4","true","true","21076","0"
"da306ca9c10144ca91e1f495ca260d4c","accio-logo-skill","Logo 生成大师","","用户有 Logo 生成需求可启用此 skill","https://d.design/api/agent/v1/skills/da306ca9c10144ca91e1f495ca260d4c","true","true","4033","1"
"0bd05b322f144ee6a54d3d528ca71c74","logook3","品牌Logo设计专家","","将专业 Logo 设计流程压缩至一次对话，无需反复调整，只需告诉它你的品牌名称与行业，从创意到视觉，一步到位。","https://d.design/api/agent/v1/skills/0bd05b322f144ee6a54d3d528ca71c74","true","true","13604","0"
"b490e41d67c046898eac54de6afe5080","design-method","工业设计方法论","设计","为用户提供工业设计领域内严谨专业的设计方法和流程，仅需输入工具设计项目需求，就可以陪伴用户执行出完整的工业设计项目方案。","https://d.design/api/agent/v1/skills/b490e41d67c046898eac54de6afe5080","true","true","16578","68"
"4c1733f23fa843829eb462a1b1196ca6","positioning-statement","Positioning Statement","产品","Create a Geoffrey Moore-style positioning statement that clearly articulates who your product serves, what need it addresses, how it's categorized, what benefit it delivers, and how it differs from al best_for:   - ""Defining your product's market position clearly for the first time""   - ""Differentiating from specific competitors in your messaging""   - ""Aligning your team on who you serve, what problem you solve, and why you're different"" scenarios:   - ""I need to write a positioning statement for a new B2B SaaS product targeting mid-market HR teams""   - ""Our positioning feels generic and I need to sharpen it against two specific competitors"" estimated_time: ""10-15 min""","https://d.design/api/agent/v1/skills/4c1733f23fa843829eb462a1b1196ca6","true","true","8417","0"
"0815935410bd417395757dfedf4c263a","problem-statement","Problem Statement","产品","Articulate a problem from the user's perspective using an empathy-driven framework that captures who they are, what they're trying to do, what's blocking them, why, and how it makes them feel. Use thi","https://d.design/api/agent/v1/skills/0815935410bd417395757dfedf4c263a","true","true","9136","0"
"c84bfddcc80e487f9307bfa9c8459031","proto-persona","Proto Persona","产品","Create an initial, assumption-based persona profile that synthesizes available user research, market data, and stakeholder knowledge into a working hypothesis about your target user. Use this to align","https://d.design/api/agent/v1/skills/c84bfddcc80e487f9307bfa9c8459031","true","true","11276","0"
"d740eb7607c0476db00191850a808a19","discovery-interview-prep","discovery-interview-prep","","Guide product managers through preparing for customer discovery interviews by asking adaptive questions about research goals, customer segments, constraints, and methodologies. Use this to design effe best_for:   - ""Designing a customer discovery interview plan""   - ""Choosing the right interview methodology for your goals and constraints""   - ""Preparing for research with limited customer access"" scenarios:   - ""I need to interview 5 enterprise customers about why they churned in the last 90 days""   - ""I'm validating a new product idea with a 2-week deadline and cold outreach only""   - ""I want to understand why users aren't activating on our core feature"" estimated_time: ""15-20 min""","https://d.design/api/agent/v1/skills/d740eb7607c0476db00191850a808a19","true","true","17031","0"
"c3a572e5e34648c48b5b3080204e56a5","jobs-to-be-done","JTBD 分析","产品","Systematically explore what customers are trying to accomplish (functional, social, emotional jobs), the pains they experience, and the gains they seek. Use this framework to uncover unmet needs, vali","https://d.design/api/agent/v1/skills/c3a572e5e34648c48b5b3080204e56a5","true","true","12092","0"
"68a83d88b81d4a87a3294c2b557a5e37","poster-design-agent","海报设计专家(弃用)","海报 Agent","编排海报和长图文的完整设计流程，包括需求收集、素材分析、策略生成、图片生成四个阶段。当用户说""设计海报""、""生成海报""、""做一张图""、""帮我设计""、""制作宣传图""、""做一张海报""、""生成长图文""、""做个长图""时使用。","https://d.design/api/agent/v1/skills/68a83d88b81d4a87a3294c2b557a5e37","true","true","2418","0"
"bf9369d62e584760a614229b0060d685","brandok","品牌视觉应用专家","","专注品牌视觉体系的系统化延展，生成覆盖视觉规范与全套物料样机的完整品牌视觉方案。确保品牌视觉在所有物料中保持高度一致性与专属感。","https://d.design/api/agent/v1/skills/bf9369d62e584760a614229b0060d685","true","true","2622","0"
"46b0b154e7bf40dc95ae413cff43fb0a","gen-3d-icon","3D图标设计专家","设计","批量生成电商促销、类目导航及 UI 界面等高频图标场景的 3D Icon ，将平台视觉语言参数化，有效提升素材生产效率与视觉一致性。","https://d.design/api/agent/v1/skills/46b0b154e7bf40dc95ae413cff43fb0a","true","true","5731","0"